FLT_UID,LOBT,AIRCRAFT_ID,REGISTRATION,AIRCRAFT_TYPE_ICAO_ID,AIRCRAFT_OPERATOR,ADEP,ADES,ADES_FILED,AOBT_3,ARVT_3,TAXI_TIME_3,RTE_LEN_3,FLT_DUR_3,WK_TBL_CAT,ICAO_FLT_TYPE,OPERATING_AIRCRAFT_OPERATOR,AIRCRAFT_ADDRESS,COUNTRY,REGION
0060957620200108,2020-01-08T19:43:00Z,THY9NP,TCSBN,B738,THY,LTCB,LTFJ,LTFJ,2020-01-08T20:02:00Z,2020-01-08T21:22:00Z,12,508,68,M,S,SXS,NA,NA,NA
0061030920200108,2020-01-08T19:55:00Z,LWA100,5AWLB,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-08T20:03:19Z,2020-01-08T23:05:52Z,0,1332,183,M,S,NA,018087,NA,NA
0061112120200108,2020-01-08T20:10:00Z,BHL591,NA,S92,BHL,ENHM,ENZV,ENZV,2020-01-08T20:34:00Z,2020-01-08T21:15:52Z,1,113,41,M,N,NA,NA,NA,NA
0061107420200108,2020-01-08T20:15:00Z,BRQ115,5ADMG,B738,BRQ,HLMS,LTFM,LTFM,2020-01-08T20:40:19Z,2020-01-08T23:44:00Z,0,1330,184,M,S,NA,01801F,NA,NA
0060788820200108,2020-01-08T20:28:00Z,TOM069,GTUIH,B788,TOM,VOGO,EGKK,EGKK,2020-01-08T20:27:19Z,2020-01-09T06:57:25Z,10,4214,620,H,N,TOM,406D6F,NA,NA
0060936120200108,2020-01-08T21:20:00Z,ORO1022,ECLDK,C510,ORO,LEMI,LEBL,LEBL,2020-01-08T21:38:00Z,2020-01-08T22:41:40Z,5,258,59,L,X,NA,NA,NA,NA
0061062120200108,2020-01-08T21:30:00Z,THY8DE,TCJPJ,A320,THY,LTFG,LTFM,LTFM,2020-01-08T21:34:00Z,2020-01-08T22:39:00Z,0,422,65,M,S,THY,NA,NA,NA
0061169120200108,2020-01-08T21:50:00Z,THY347,TCJVM,B738,THY,UCFM,LTFM,LTFM,2020-01-08T22:02:00Z,2020-01-09T03:31:00Z,10,2168,319,M,S,THY,4BAACD,NA,NA
0060216420200108,2020-01-08T21:55:00Z,WUK1ZX,GWUKI,A321,WUK,EPLB,EGGW,EGGW,2020-01-08T21:58:00Z,2020-01-09T00:33:43Z,5,877,151,M,S,WUK,40769F,NA,NA
0061445320200108,2020-01-08T22:00:00Z,AAW333,5AONL,A320,AAW,HLMS,LTFM,LTFM,2020-01-08T21:55:41Z,2020-01-09T00:59:00Z,0,1355,183,M,N,NA,018065,NA,NA
0061435120200109,2020-01-09T00:15:00Z,PUE302,ECMFA,A343,PUE,SPJC,LEMD,LEMD,2020-01-09T00:12:00Z,2020-01-09T11:40:35Z,10,5156,679,H,S,NA,NA,NA,NA
0061327320200109,2020-01-09T01:20:00Z,PGT701,TCAZP,B738,PGT,UCFM,LTFJ,LTFJ,2020-01-09T01:15:00Z,2020-01-09T06:24:00Z,10,2139,299,M,S,PGT,NA,NA,NA
0061457920200109,2020-01-09T01:45:00Z,IBE6650,ECKZI,A346,IBE,SPJC,LEMD,LEMD,2020-01-09T01:50:00Z,2020-01-09T12:57:25Z,10,5219,657,H,S,IBE,3433D2,NA,NA
0061567120200109,2020-01-09T02:05:00Z,KLM744,PHBVA,B77W,KLM,SPJC,EHAM,EHAM,2020-01-09T02:16:00Z,2020-01-09T13:34:11Z,10,5910,668,H,S,KLM,48455E,NA,NA
0061842920200109,2020-01-09T02:50:00Z,AFR483,FGZNL,B77W,AFR,SPJC,LFPG,LFPG,2020-01-09T03:22:00Z,2020-01-09T14:55:20Z,10,5744,683,H,S,AFR,3965AB,NA,NA
0061821420200109,2020-01-09T03:05:00Z,PGT2061,TCCPY,B738,PGT,LTFG,LTFJ,LTFJ,2020-01-09T03:24:00Z,2020-01-09T04:17:00Z,0,384,53,M,S,PGT,NA,NA,NA
0061722220200109,2020-01-09T03:35:00Z,THY6525,TCJOU,A332,THY,UCFM,LTBA,LTBA,2020-01-09T03:25:00Z,2020-01-09T08:37:00Z,10,2179,302,H,S,THY,4BA9F5,NA,NA
0061901620200109,2020-01-09T03:40:00Z,PIA781,APBGZ,B77L,PIA,OPIS,CYYZ,CYYZ,2020-01-09T03:58:00Z,2020-01-09T17:52:26Z,10,6066,824,H,S,NA,7608FA,NA,NA
0061755920200109,2020-01-09T03:50:00Z,THY6485,TCJOV,A332,THY,UCFM,LTBA,LTBA,2020-01-09T03:56:00Z,2020-01-09T09:12:00Z,10,2179,306,H,S,THY,4BA9F6,NA,NA
0061473920200109,2020-01-09T03:55:00Z,LPE2484,CCBGG,B789,LPE,SPJC,LEMD,LEMD,2020-01-09T03:56:00Z,2020-01-09T14:57:27Z,10,5244,651,H,S,LPE,E8044B,NA,NA
0062174820200109,2020-01-09T06:30:00Z,BBC007,S2AJX,B789,BBC,VGHS,EGCC,EGCC,2020-01-09T06:59:00Z,2020-01-09T18:13:34Z,10,4547,665,H,S,NA,70209E,NA,NA
0061960220200109,2020-01-09T06:35:00Z,PIA785,APBGL,B772,PIA,OPIS,EGLL,EGLL,2020-01-09T06:38:00Z,2020-01-09T14:49:10Z,10,3437,481,H,S,NA,7608EC,NA,NA
0061975220200109,2020-01-09T06:50:00Z,PIA791,APBHX,B772,PIA,OPIS,EGBB,EGBB,2020-01-09T07:08:00Z,2020-01-09T15:29:31Z,10,3505,492,H,S,NA,760918,NA,NA
0062039620200109,2020-01-09T06:50:00Z,THY3AJ,TCSBR,B738,THY,LTCB,LTAC,LTAC,2020-01-09T06:44:00Z,2020-01-09T07:41:00Z,12,308,45,M,S,SXS,NA,NA,NA
0061353320200109,2020-01-09T07:00:00Z,BHL256,LNOID,S92,BHL,ENQS,ENFB,ENFB,2020-01-09T07:00:00Z,2020-01-09T07:04:23Z,1,6,3,M,N,NA,NA,NA,NA
0061381420200109,2020-01-09T07:00:00Z,HKS170,LNONV,S92,HKS,ENJS,ENZV,ENZV,2020-01-09T07:03:00Z,2020-01-09T07:46:04Z,1,100,42,M,N,NA,NA,NA,NA
0061368820200109,2020-01-09T07:10:00Z,BHL591,NA,S92,BHL,ENWG,ENZV,ENZV,2020-01-09T07:20:00Z,2020-01-09T08:15:27Z,1,123,54,M,N,NA,NA,NA,NA
0061924320200109,2020-01-09T07:10:00Z,LWA102,5AWLC,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-09T07:20:56Z,2020-01-09T10:25:00Z,0,1348,184,M,S,NA,01808F,NA,NA
0061603020200109,2020-01-09T07:15:00Z,THY711D,TCJIP,A332,THY,OPIS,LTFM,LTFM,2020-01-09T06:46:54Z,2020-01-09T12:34:00Z,10,2217,337,H,S,THY,NA,NA,NA
0061363120200109,2020-01-09T07:30:00Z,BHL201,NA,S92,BHL,ENWS,ENZV,ENZV,2020-01-09T07:50:00Z,2020-01-09T09:02:30Z,1,171,71,M,N,NA,NA,NA,NA
0062500220200109,2020-01-09T07:30:00Z,HKSSHU4,LNOQS,S92,ZZZ,ENJS,ENSL,ENSL,2020-01-09T07:26:00Z,2020-01-09T07:45:09Z,1,35,18,M,N,NA,NA,NA,NA
0061827320200109,2020-01-09T07:45:00Z,PGT19C,TCCPY,B738,PGT,LTCB,LTFJ,LTFJ,2020-01-09T07:59:00Z,2020-01-09T09:04:00Z,5,508,60,M,S,PGT,NA,NA,NA
0060898420200109,2020-01-09T08:00:00Z,BBX15A,OYHML,A139,ZZZ,EHLS,EHKD,EHKD,2020-01-09T08:20:00Z,2020-01-09T08:46:34Z,1,52,26,L,N,NA,45A1AC,NA,NA
0061259520200109,2020-01-09T08:00:00Z,HNL63A,PHEUJ,A139,ZZZ,EHJO,EHKD,EHKD,2020-01-09T07:59:00Z,2020-01-09T08:33:08Z,1,68,33,L,N,NA,48507C,NA,NA
0062323320200109,2020-01-09T08:00:00Z,THY1RG,TCJFG,B738,THY,LTCB,LTFJ,LTFJ,2020-01-09T08:17:00Z,2020-01-09T09:35:00Z,5,517,73,M,S,THY,NA,NA,NA
0061259920200109,2020-01-09T08:30:00Z,HNL45A,GSNSE,A139,ZZZ,EHMG,EHKD,EHKD,2020-01-09T08:24:42Z,2020-01-09T08:54:26Z,1,48,29,L,N,NA,406D10,NA,NA
0061365820200109,2020-01-09T08:30:00Z,BHL205,NA,S92,BHL,ENWS,ENZV,ENZV,2020-01-09T08:46:00Z,2020-01-09T10:00:23Z,1,171,73,M,N,NA,NA,NA,NA
0062922820200109,2020-01-09T08:30:00Z,AAW970,5AONL,A320,AAW,HLMS,LTFM,LTFM,2020-01-09T08:44:53Z,2020-01-09T11:51:00Z,0,1349,186,M,S,NA,018065,NA,NA
0061265720200109,2020-01-09T08:45:00Z,HNL11A,PHSHP,A139,ZZZ,EHPF,EHKD,EHKD,2020-01-09T09:24:37Z,2020-01-09T09:50:32Z,1,57,25,L,N,NA,484BAC,NA,NA
0061907920200109,2020-01-09T08:45:00Z,LAA192,5ALAT,A332,LAA,HLMS,LTFM,LTFM,2020-01-09T08:52:31Z,2020-01-09T11:53:00Z,0,1349,180,H,S,LAA,01807F,NA,NA
0061259620200109,2020-01-09T08:50:00Z,HNL25A,PHEUK,A139,ZZZ,EHGQ,EHKD,EHKD,2020-01-09T09:09:00Z,2020-01-09T09:58:07Z,1,82,48,L,N,NA,485CFD,NA,NA
0061591620200109,2020-01-09T09:00:00Z,AHO738E,DAWIN,E35L,AHO,OEAO,EDDG,EDDG,2020-01-09T09:58:53Z,2020-01-09T15:53:41Z,10,2174,345,M,N,NA,3C135A,NA,NA
0062855720200109,2020-01-09T09:15:00Z,HNL63B,PHEUJ,A139,ZZZ,EHKS,EHKD,EHKD,2020-01-09T09:35:08Z,2020-01-09T09:51:22Z,1,41,15,L,N,NA,48507C,NA,NA
0062624420200109,2020-01-09T09:30:00Z,GAF111,5422,A400,GAF,OJMS,LCPH,LCPH,2020-01-09T09:30:00Z,2020-01-09T10:46:55Z,10,353,67,H,M,NA,3E865F,NA,NA
0062823920200109,2020-01-09T09:30:00Z,BHL244,NA,S92,BHL,ENGC,ENBR,ENBR,2020-01-09T09:37:00Z,2020-01-09T10:26:08Z,1,104,48,M,N,NA,NA,NA,NA
0062506420200109,2020-01-09T09:40:00Z,THY21Y,TCJGF,B738,THY,LTCB,LTFM,LTFM,2020-01-09T09:47:00Z,2020-01-09T11:01:00Z,5,500,69,M,S,THY,NA,NA,NA
0062825920200109,2020-01-09T09:45:00Z,BHL246,NA,S92,BHL,ENGA,ENBR,ENBR,2020-01-09T10:12:00Z,2020-01-09T11:00:12Z,1,105,47,M,N,NA,NA,NA,NA
0061603520200109,2020-01-09T09:50:00Z,HKS251,LNOQO,S92,HKS,ENSF,ENBR,ENBR,2020-01-09T09:56:08Z,2020-01-09T10:47:21Z,1,116,50,M,N,NA,NA,NA,NA
0062519620200109,2020-01-09T09:50:00Z,THY1XD,TCJUK,A320,THY,LTFG,LTFM,LTFM,2020-01-09T09:51:00Z,2020-01-09T10:56:00Z,0,422,65,M,S,THY,NA,NA,NA
0062871920200109,2020-01-09T10:00:00Z,BHL808,NA,S92,BHL,ENSE,ENQR,ENQR,2020-01-09T10:01:31Z,2020-01-09T10:07:30Z,1,5,5,M,N,NA,NA,NA,NA
0062883320200109,2020-01-09T10:10:00Z,BHL517,NA,S92,BHL,ENWK,ENJS,ENJS,2020-01-09T10:43:00Z,2020-01-09T10:58:38Z,1,31,15,M,N,NA,NA,NA,NA
0061391020200109,2020-01-09T10:15:00Z,HKS166,LNONV,S92,HKS,ENHM,ENZV,ENZV,2020-01-09T10:21:00Z,2020-01-09T11:12:24Z,1,114,50,M,N,NA,NA,NA,NA
0062853920200109,2020-01-09T10:15:00Z,BHL240,NA,S92,BHL,ENQG,ENBR,ENBR,2020-01-09T10:39:10Z,2020-01-09T11:26:32Z,1,105,46,M,N,NA,NA,NA,NA
0062870320200109,2020-01-09T10:15:00Z,BHL825,NA,S92,BHL,ENSE,ENFL,ENFL,2020-01-09T10:13:17Z,2020-01-09T10:49:41Z,1,84,35,M,N,NA,NA,NA,NA
0062940320200109,2020-01-09T10:15:00Z,HKS405,LNOQK,S92,HKS,ENHE,ENKB,ENKB,2020-01-09T10:28:09Z,2020-01-09T11:37:26Z,1,136,68,M,N,NA,NA,NA,NA
0062116520200109,2020-01-09T10:30:00Z,NJE397C,CSPHN,E55P,NJE,LEMI,LEPA,LEPA,2020-01-09T10:25:40Z,2020-01-09T11:16:33Z,5,241,46,M,N,NJE,NA,NA,NA
0062879920200109,2020-01-09T10:30:00Z,BHL808,NA,S92,BHL,ENQR,ENFL,ENFL,2020-01-09T10:16:06Z,2020-01-09T10:51:57Z,1,82,35,M,N,NA,NA,NA,NA
0062883920200109,2020-01-09T10:30:00Z,BHL517,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-09T11:06:00Z,2020-01-09T11:52:14Z,1,99,45,M,N,NA,NA,NA,NA
0062681220200109,2020-01-09T10:35:00Z,PIA701,APBHW,B77W,PIA,OPIS,EGCC,EGCC,2020-01-09T10:31:00Z,2020-01-09T18:51:32Z,10,3563,491,H,S,NA,760917,NA,NA
0061265120200109,2020-01-09T11:00:00Z,HNL05A,PHEUE,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-09T10:59:00Z,2020-01-09T11:32:08Z,1,78,32,L,N,NA,484F76,NA,NA
0062855020200109,2020-01-09T11:00:00Z,HNL17A,PHSHP,A139,ZZZ,EHFB,EHKD,EHKD,2020-01-09T11:12:34Z,2020-01-09T12:18:53Z,1,126,65,L,N,NA,4845C0,NA,NA
0063208520200109,2020-01-09T11:00:00Z,RMAF238,CNAOR,C130,ZZZ,GMMP,GMAA,GMAA,2020-01-09T11:00:00Z,2020-01-09T12:19:16Z,10,313,69,M,M,NA,NA,NA,NA
0063016520200109,2020-01-09T11:05:00Z,THY6EJ,TCSCF,B738,THY,LTCT,LTAC,LTAC,2020-01-09T11:07:00Z,2020-01-09T12:32:00Z,10,548,75,M,S,SXS,NA,NA,NA
0061588820200109,2020-01-09T11:10:00Z,UNO010H,9HAFI,B190,ZZZ,HLMS,DTTA,DTTA,2020-01-09T10:58:48Z,2020-01-09T12:22:58Z,0,379,84,M,N,NA,NA,NA,NA
0063295820200109,2020-01-09T11:15:00Z,RMAF241,CNAOI,C130,ZZZ,GMMP,GMMB,GMMB,2020-01-09T11:15:00Z,2020-01-09T11:41:08Z,10,75,16,M,M,NA,NA,NA,NA
0062955520200109,2020-01-09T11:25:00Z,HNL63C,PHEUJ,A139,ZZZ,EHJM,EHKD,EHKD,2020-01-09T11:54:12Z,2020-01-09T12:24:31Z,1,68,29,L,N,NA,48507C,NA,NA
0063006320200109,2020-01-09T11:45:00Z,BHL207,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-09T11:47:00Z,2020-01-09T13:03:55Z,1,166,76,M,N,NA,NA,NA,NA
0063009920200109,2020-01-09T11:45:00Z,BHL404,NA,S92,BHL,ENWA,ENWI,ENWI,2020-01-09T11:40:00Z,2020-01-09T11:59:59Z,1,39,19,M,N,NA,NA,NA,NA
0063322220200109,2020-01-09T11:45:00Z,RMAF266,CNAOJ,C130,ZZZ,GMMP,GMMP,GMMP,2020-01-09T11:45:00Z,2020-01-09T12:39:00Z,10,177,44,M,M,NA,NA,NA,NA
0062942220200109,2020-01-09T12:00:00Z,GAK444,ERABE,A30B,ZZZ,HLMS,LTFJ,LTFJ,2020-01-09T12:20:00Z,2020-01-09T15:25:00Z,0,1300,185,H,N,NA,504E42,NA,NA
0063170920200109,2020-01-09T12:05:00Z,BBX01A,OYHLM,A189,ZZZ,EHDT,EHKD,EHKD,2020-01-09T12:04:00Z,2020-01-09T13:00:02Z,1,113,55,M,N,NA,45A18D,NA,NA
0062931620200109,2020-01-09T12:10:00Z,HNL25B,PHEUK,A139,ZZZ,EHGQ,EHKD,EHKD,2020-01-09T12:09:00Z,2020-01-09T12:56:50Z,1,81,47,L,N,NA,485CFD,NA,NA
0063012420200109,2020-01-09T12:10:00Z,BHL404,NA,S92,BHL,ENWI,ENZV,ENZV,2020-01-09T12:07:00Z,2020-01-09T12:57:29Z,1,111,49,M,N,NA,NA,NA,NA
0063213420200109,2020-01-09T12:10:00Z,BHL733,LNONN,S92,BHL,ENQL,ENBR,ENBR,2020-01-09T12:07:00Z,2020-01-09T12:50:42Z,1,97,43,M,N,NA,NA,NA,NA
0062820820200109,2020-01-09T12:15:00Z,THY7QM,TCJVK,B738,THY,LTCU,LTFM,LTFM,2020-01-09T12:09:00Z,2020-01-09T13:43:00Z,5,632,89,M,S,THY,NA,NA,NA
0063020620200109,2020-01-09T12:15:00Z,BHL208,NA,S92,BHL,ENWS,ZZZZ,ZZZZ,2020-01-09T12:25:00Z,2020-01-09T12:32:51Z,1,16,7,M,N,NA,NA,NA,NA
0063020020200109,2020-01-09T12:20:00Z,HNL45B,GSNSE,A139,ZZZ,EHKV,EHKD,EHKD,2020-01-09T12:19:00Z,2020-01-09T12:44:09Z,1,53,24,L,N,NA,406D10,NA,NA
0063048220200109,2020-01-09T12:30:00Z,BHL473,NA,S92,BHL,ENWE,ENZV,ENZV,2020-01-09T12:18:00Z,2020-01-09T13:08:16Z,1,107,49,M,N,NA,NA,NA,NA
0063023720200109,2020-01-09T12:45:00Z,BHL210,NA,S92,BHL,ENLE,ENXK,ENXK,2020-01-09T12:45:00Z,2020-01-09T12:47:07Z,1,2,1,M,N,NA,NA,NA,NA
0063108920200109,2020-01-09T12:55:00Z,BHL805,NA,S92,BHL,ENQR,ENFL,ENFL,2020-01-09T12:57:17Z,2020-01-09T13:34:27Z,1,82,36,M,N,NA,NA,NA,NA
0063459520200109,2020-01-09T13:00:00Z,RMAF241,CNAOI,C130,ZZZ,GMMP,GMMB,GMMB,2020-01-09T13:00:00Z,2020-01-09T13:27:09Z,10,75,17,M,M,NA,NA,NA,NA
0062944020200109,2020-01-09T13:05:00Z,HNL33A,PHEUA,A139,ZZZ,EHAK,EHKD,EHKD,2020-01-09T11:32:55Z,2020-01-09T12:50:59Z,1,158,77,L,N,NA,484BAC,NA,NA
0061395320200109,2020-01-09T13:10:00Z,HKS167,LNONV,S92,HKS,ENXW,ENZV,ENZV,2020-01-09T13:13:00Z,2020-01-09T13:58:30Z,1,102,44,M,N,NA,NA,NA,NA
0061160620200109,2020-01-09T13:15:00Z,NAK356H,FGGNZ,TB20,NAK,LEMI,LECH,LECH,2020-01-09T13:07:24Z,2020-01-09T14:37:43Z,5,188,85,L,X,NA,NA,NA,NA
0063413420200109,2020-01-09T13:15:00Z,HKS401,LNOQK,S92,HKS,ENUK,ENKB,ENKB,2020-01-09T13:17:46Z,2020-01-09T14:48:31Z,1,118,90,M,N,NA,NA,NA,NA
0062954620200109,2020-01-09T13:20:00Z,THY32C,TCJZN,B738,THY,LTCT,LTFM,LTFM,2020-01-09T13:31:00Z,2020-01-09T15:19:00Z,5,798,103,M,S,THY,NA,NA,NA
0063050620200109,2020-01-09T13:20:00Z,BHL534,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-09T13:34:00Z,2020-01-09T14:18:57Z,1,99,44,M,N,NA,NA,NA,NA
0063142820200109,2020-01-09T13:20:00Z,HNL63D,PHEUJ,A139,ZZZ,EHFQ,EHKD,EHKD,2020-01-09T13:34:34Z,2020-01-09T14:12:18Z,1,67,37,L,N,NA,48507C,NA,NA
0061232220200109,2020-01-09T13:30:00Z,SSF143,RA67240,CRJ2,ZZZ,ULWC,UMKK,UMKK,2020-01-09T13:20:00Z,2020-01-09T15:25:00Z,10,693,115,M,S,NA,1506A8,NA,NA
0062963720200109,2020-01-09T13:45:00Z,LWA300,5AWLB,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-09T14:07:26Z,2020-01-09T17:17:00Z,0,1347,190,M,S,NA,018087,NA,NA
0063172220200109,2020-01-09T13:45:00Z,HNL31A,PHSHP,A139,ZZZ,EHPG,EHKD,EHKD,2020-01-09T13:44:00Z,2020-01-09T14:31:34Z,1,75,47,L,N,NA,4845C0,NA,NA
0062396820200109,2020-01-09T14:00:00Z,TUI8945,DAHXG,B737,TUI,LEMI,EDDH,EDDH,2020-01-09T14:28:11Z,2020-01-09T17:05:23Z,5,1176,152,M,S,TUI,3C6307,NA,NA
0063106620200109,2020-01-09T14:00:00Z,ABG8863,VPBGZ,B738,ABG,UWSG,OMDW,OMDW,2020-01-09T14:00:00Z,2020-01-09T18:18:35Z,10,1725,249,M,N,NA,424341,NA,NA
0062997920200109,2020-01-09T14:10:00Z,LOT3966,SPEQD,DH8D,LOT,EPLB,EPWA,EPWA,2020-01-09T14:06:00Z,2020-01-09T14:39:42Z,5,93,29,M,S,LOT,489323,NA,NA
0063458720200109,2020-01-09T14:15:00Z,HKS483,LNOQM,S92,HKS,ENHE,ENKB,ENKB,2020-01-09T14:34:00Z,2020-01-09T15:39:17Z,1,135,64,M,N,NA,NA,NA,NA
0063195420200109,2020-01-09T14:30:00Z,HNL22A,GSNSE,A139,ZZZ,EHQF,EHKD,EHKD,2020-01-09T14:53:19Z,2020-01-09T15:12:36Z,1,35,18,L,N,NA,406D10,NA,NA
0063114120200109,2020-01-09T14:50:00Z,BHL851,NA,S92,BHL,ENQJ,ENFL,ENFL,2020-01-09T14:58:00Z,2020-01-09T15:15:18Z,1,37,16,M,N,NA,NA,NA,NA
0063213320200109,2020-01-09T15:00:00Z,HNL45C,PHEUJ,A139,ZZZ,EHKT,EHKD,EHKD,2020-01-09T14:59:00Z,2020-01-09T15:33:29Z,1,40,33,L,N,NA,48507C,NA,NA
0063434920200109,2020-01-09T15:00:00Z,HKS465,LNOQE,S92,HKS,ENUB,ENKB,ENKB,2020-01-09T14:01:14Z,2020-01-09T15:19:09Z,1,124,77,M,N,NA,NA,NA,NA
0063435120200109,2020-01-09T15:00:00Z,BHL242,LNONB,S92,BHL,ENGC,ENQG,ENQG,2020-01-09T15:00:00Z,2020-01-09T15:02:12Z,1,2,1,M,N,NA,NA,NA,NA
0063439220200109,2020-01-09T15:00:00Z,BHL245,LNONE,S92,BHL,ENQK,ZZZZ,ZZZZ,2020-01-09T15:00:00Z,2020-01-09T15:28:46Z,1,60,28,M,N,NA,NA,NA,NA
0063052120200109,2020-01-09T15:15:00Z,BHL307,NA,S92,BHL,ENWV,ENZV,ENZV,2020-01-09T15:12:00Z,2020-01-09T16:40:29Z,1,174,87,M,N,NA,NA,NA,NA
0063436320200109,2020-01-09T15:20:00Z,BHL242,LNONB,S92,BHL,ENQG,ENBR,ENBR,2020-01-09T15:25:00Z,2020-01-09T16:12:56Z,1,105,47,M,N,NA,NA,NA,NA
0063115420200109,2020-01-09T15:25:00Z,BHL812,NA,S92,BHL,ENSE,ENFL,ENFL,2020-01-09T15:43:00Z,2020-01-09T16:18:55Z,1,84,35,M,N,NA,NA,NA,NA
0063255620200109,2020-01-09T15:35:00Z,THY7WR,TCJRL,A321,THY,LTCB,LTFM,LTFM,2020-01-09T15:47:00Z,2020-01-09T17:00:00Z,5,500,68,M,S,THY,NA,NA,NA
0062880920200109,2020-01-09T15:45:00Z,HMJ203,9HFRM,FA10,HMJ,HLMS,LTBA,LTBA,2020-01-09T16:23:19Z,2020-01-09T19:07:00Z,0,1132,164,M,X,HMJ,4D21E8,NA,NA
0063550720200109,2020-01-09T15:50:00Z,HNL06B,PHSHP,A139,ZZZ,EHJA,EHKD,EHKD,2020-01-09T15:49:00Z,2020-01-09T16:24:09Z,1,89,34,L,N,NA,4845C0,NA,NA
0061561420200109,2020-01-09T16:00:00Z,SPDZW,NA,P06T,ZZZ,EPWT,EPWT,EPWT,2020-01-09T16:00:00Z,2020-01-09T18:20:00Z,10,52,130,L,X,NA,NA,NA,NA
0063392720200109,2020-01-09T16:00:00Z,BHL214,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-09T16:12:00Z,2020-01-09T17:36:22Z,1,168,83,M,N,NA,NA,NA,NA
0063763720200109,2020-01-09T16:10:00Z,RMAF351,CNAMP,C27J,ZZZ,GMMG,GMME,GMME,2020-01-09T16:32:00Z,2020-01-09T17:33:45Z,10,166,52,M,M,NA,0200A5,NA,NA
0063529620200109,2020-01-09T16:15:00Z,HNL25C,PHEUK,A139,ZZZ,EHGO,EHKD,EHKD,2020-01-09T16:14:00Z,2020-01-09T16:59:32Z,1,87,45,L,N,NA,485CFD,NA,NA
0063400820200109,2020-01-09T16:20:00Z,BHL535,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-09T16:29:00Z,2020-01-09T17:14:48Z,1,99,45,M,N,NA,NA,NA,NA
0063611120200109,2020-01-09T16:20:00Z,BBX15B,OYHML,A139,ZZZ,EHLT,EHKD,EHKD,2020-01-09T16:19:00Z,2020-01-09T16:55:33Z,1,48,36,L,N,NA,45A1AC,NA,NA
0063392420200109,2020-01-09T16:25:00Z,AEA176,ECMMY,B788,AEA,SPJC,LEMD,LEMD,2020-01-09T17:00:00Z,2020-01-10T03:42:18Z,10,5479,632,H,S,AEA,34529A,NA,NA
0063465920200109,2020-01-09T16:30:00Z,HKSSHU4,LNOQS,S92,ZZZ,ENJS,ENXZ,ENXZ,2020-01-09T16:42:00Z,2020-01-09T16:59:05Z,1,36,16,M,N,NA,NA,NA,NA
0063643220200109,2020-01-09T16:40:00Z,HNL11B,PHEUA,A139,ZZZ,EHPF,EHKD,EHKD,2020-01-09T16:39:00Z,2020-01-09T17:17:35Z,1,53,38,L,N,NA,484BAC,NA,NA
0063397220200109,2020-01-09T16:45:00Z,BHL216,NA,S92,BHL,ENLE,ZZZZ,ZZZZ,2020-01-09T16:53:00Z,2020-01-09T16:57:15Z,1,6,3,M,N,NA,NA,NA,NA
0063465520200109,2020-01-09T16:50:00Z,THY713,TCLNG,A333,THY,VGHS,LTFM,LTFM,2020-01-09T17:09:32Z,2020-01-10T01:45:00Z,10,3337,505,H,S,THY,NA,NA,NA
0063612620200109,2020-01-09T17:15:00Z,BBX100,OYHLM,A189,ZZZ,EHPB,EHKD,EHKD,2020-01-09T17:14:00Z,2020-01-09T17:40:36Z,1,42,26,M,N,NA,45A18D,NA,NA
0063827620200109,2020-01-09T17:15:00Z,HKSRSC6,LNOMH,AS32,ZZZ,ENGA,ENBR,ENBR,2020-01-09T17:13:25Z,2020-01-09T18:06:00Z,1,104,52,M,N,NA,NA,NA,NA
0063229820200109,2020-01-09T17:30:00Z,HNL05B,PHEUE,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-09T17:30:00Z,2020-01-09T17:48:19Z,1,37,17,L,N,NA,NA,NA,NA
0063705220200109,2020-01-09T17:30:00Z,HNL45D,PHEUJ,A139,ZZZ,EHKV,EHKD,EHKD,2020-01-09T17:29:00Z,2020-01-09T17:57:22Z,1,53,27,L,N,NA,48507C,NA,NA
0063474720200109,2020-01-09T17:45:00Z,BHL751,LNONE,S92,BHL,ENQG,ENBR,ENBR,2020-01-09T18:00:00Z,2020-01-09T18:44:39Z,1,104,44,M,N,NA,NA,NA,NA
0063474420200109,2020-01-09T17:50:00Z,IBE6652,ECJBA,A346,IBE,SPJC,LEMD,LEMD,2020-01-09T18:06:00Z,2020-01-10T05:16:21Z,10,5370,660,H,S,IBE,34210B,NA,NA
0061411720200109,2020-01-09T18:10:00Z,ECJQE,ECJQE,GALX,ZZZ,LEMI,LEVC,LEVC,2020-01-09T18:17:07Z,2020-01-09T18:46:32Z,5,117,24,M,G,NA,3423D4,NA,NA
0061447920200109,2020-01-09T18:10:00Z,ECMSC,ECMSC,GLEX,ZZZ,LEMI,LEVC,LEVC,2020-01-09T18:12:24Z,2020-01-09T18:43:37Z,5,124,26,M,G,NA,345595,NA,NA
